                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.82929,                0.53649,                 1.0703,                 0.9889,                0.98705,                0.99315,                0.82566,                0.72791,                0.35844,                 1.0617,                0.00802,                0.00802,                0.00802
                     14,                0.81179,                0.51632,                   1.07,                 0.9897,                0.99219,                0.99415,                0.83606,                0.69097,                0.34315,                 1.0287,               0.007855,               0.007855,               0.007855
                     15,                0.78344,                0.50071,                  1.053,                0.99087,                0.99564,                0.99357,                0.84114,                0.68266,                0.33519,                 1.0295,                0.00769,                0.00769,                0.00769
                     16,                0.78255,                  0.493,                 1.0583,                0.99528,                0.98769,                0.99342,                0.83752,                0.66008,                0.33178,                 1.0165,               0.007525,               0.007525,               0.007525
                     17,                0.77635,                0.48149,                 1.0551,                0.99068,                0.99611,                0.99354,                0.84032,                0.67183,                0.32518,                 1.0163,                0.00736,                0.00736,                0.00736
                     18,                0.76308,                0.46804,                 1.0459,                 0.9933,                0.98979,                0.99303,                0.84503,                 0.6646,                0.32936,                 1.0082,               0.007195,               0.007195,               0.007195
                     19,                0.74897,                0.45705,                 1.0368,                0.99144,                0.98746,                0.99258,                 0.8474,                0.64888,                0.31544,                 1.0152,                0.00703,                0.00703,                0.00703
                     20,                0.74954,                0.45569,                  1.036,                0.98576,                0.99291,                0.99229,                0.85384,                 0.6454,                0.31668,                 1.0026,               0.006865,               0.006865,               0.006865
                     21,                0.73385,                0.44472,                 1.0312,                0.99218,                0.99465,                0.99316,                0.85503,                0.63882,                0.31572,                 1.0003,                 0.0067,                 0.0067,                 0.0067
                     22,                0.73462,                0.43595,                 1.0349,                0.98795,                0.99347,                0.99377,                0.86058,                0.62602,                0.30044,                0.99495,               0.006535,               0.006535,               0.006535
                     23,                0.71689,                0.42208,                 1.0203,                0.98885,                0.99415,                0.99449,                0.86444,                0.62599,                0.30282,                0.99928,                0.00637,                0.00637,                0.00637
                     24,                0.71841,                0.42937,                 1.0242,                0.98453,                0.99375,                0.99402,                0.86201,                0.62093,                0.30124,                0.98824,               0.006205,               0.006205,               0.006205
                     25,                0.70946,                0.42052,                 1.0211,                0.99041,                0.99317,                0.99429,                 0.8659,                0.60535,                0.29496,                0.97782,                0.00604,                0.00604,                0.00604
                     26,                0.69694,                0.40358,                 1.0142,                0.98739,                0.99549,                0.99392,                0.87361,                0.58734,                0.28232,                0.97117,               0.005875,               0.005875,               0.005875
                     27,                 0.6863,                0.39628,                 1.0092,                0.99206,                0.98824,                0.99342,                0.86686,                0.60846,                0.28933,                0.98158,                0.00571,                0.00571,                0.00571
                     28,                0.69798,                0.40597,                 1.0165,                0.98906,                0.99428,                0.99399,                0.87146,                0.58939,                0.28559,                0.97049,               0.005545,               0.005545,               0.005545
                     29,                0.68364,                0.39439,                 1.0094,                0.99084,                0.99522,                0.99425,                0.87705,                0.59022,                0.28761,                0.97559,                0.00538,                0.00538,                0.00538
                     30,                0.67439,                0.38871,                 1.0082,                0.99217,                 0.9955,                0.99468,                0.88492,                 0.5643,                0.27027,                0.95825,               0.005215,               0.005215,               0.005215
                     31,                0.66698,                0.38214,                 1.0017,                 0.9869,                0.99585,                0.99426,                 0.8824,                0.57698,                0.26553,                 0.9606,                0.00505,                0.00505,                0.00505
                     32,                0.66784,                0.38003,                 1.0017,                0.99562,                0.98894,                0.99278,                0.86373,                0.61542,                0.27765,                0.97963,               0.004885,               0.004885,               0.004885
                     33,                0.65627,                0.37641,                0.99409,                0.98358,                0.99611,                0.99372,                0.87959,                0.58157,                0.26906,                 0.9683,                0.00472,                0.00472,                0.00472
                     34,                0.64877,                0.36841,                0.99683,                0.98937,                0.99481,                 0.9943,                0.88501,                 0.5574,                0.25288,                0.94988,               0.004555,               0.004555,               0.004555
                     35,                0.64527,                0.37035,                0.99547,                0.98899,                0.99219,                0.99395,                0.88663,                0.55658,                0.26057,                0.95351,                0.00439,                0.00439,                0.00439
                     36,                0.63395,                0.35872,                0.99466,                0.99013,                0.99315,                0.99435,                0.88649,                0.55754,                0.25253,                0.95078,               0.004225,               0.004225,               0.004225
                     37,                0.63276,                0.35946,                 0.9892,                0.98477,                0.99429,                 0.9945,                0.88386,                0.56006,                0.25193,                0.95263,                0.00406,                0.00406,                0.00406
                     38,                0.62174,                0.34908,                 0.9839,                0.98896,                0.99251,                0.99355,                 0.8917,                0.54283,                0.25268,                0.94303,               0.003895,               0.003895,               0.003895
                     39,                0.61442,                 0.3444,                0.98136,                0.99173,                0.99328,                0.99376,                0.89713,                0.53145,                 0.2423,                0.93909,                0.00373,                0.00373,                0.00373
                     40,                0.62126,                0.34266,                 0.9861,                0.98868,                0.99611,                0.99244,                0.89339,                0.53285,                0.24314,                0.93903,               0.003565,               0.003565,               0.003565
                     41,                0.61135,                0.34279,                0.98221,                0.98781,                0.99661,                0.99433,                0.89667,                0.53102,                0.24599,                0.93743,                 0.0034,                 0.0034,                 0.0034
                     42,                0.60526,                0.33957,                0.97812,                0.99002,                0.99569,                 0.9944,                0.89463,                0.52584,                0.23915,                0.93826,               0.003235,               0.003235,               0.003235
                     43,                0.58985,                0.32813,                 0.9736,                0.99014,                0.99497,                0.99392,                0.90061,                0.51815,                0.23591,                0.93059,                0.00307,                0.00307,                0.00307
                     44,                0.59354,                0.32905,                0.97506,                0.99359,                0.99611,                0.99389,                0.89788,                0.52295,                0.23868,                0.94037,               0.002905,               0.002905,               0.002905
                     45,                0.58699,                0.32036,                0.97292,                0.99173,                0.99611,                0.99412,                0.90208,                0.52913,                0.23981,                0.94123,                0.00274,                0.00274,                0.00274
                     46,                0.58299,                0.31863,                0.97372,                0.99323,                0.99601,                0.99441,                0.90277,                0.51462,                0.23363,                 0.9327,               0.002575,               0.002575,               0.002575
                     47,                0.56967,                0.31509,                0.96686,                0.99235,                0.99349,                0.99404,                0.90726,                 0.5084,                0.23254,                0.92995,                0.00241,                0.00241,                0.00241
                     48,                0.55417,                  0.306,                0.96169,                0.98674,                0.99485,                0.99416,                0.90265,                0.50902,                0.23284,                0.92671,               0.002245,               0.002245,               0.002245
                     49,                0.55622,                0.30822,                 0.9581,                0.99087,                0.99577,                0.99417,                0.90708,                0.50556,                0.22418,                0.92657,                0.00208,                0.00208,                0.00208
                     50,                0.55383,                0.30234,                0.95774,                0.99307,                0.99415,                0.99409,                0.90798,                0.50238,                0.22105,                0.92589,               0.001915,               0.001915,               0.001915
                     51,                0.55258,                0.30135,                0.95938,                0.99101,                0.99274,                0.99415,                0.91025,                0.49451,                0.22004,                0.92498,                0.00175,                0.00175,                0.00175
                     52,                 0.5529,                0.30226,                0.96158,                0.99164,                0.99313,                0.99379,                0.90928,                0.49247,                0.21721,                0.92086,               0.001585,               0.001585,               0.001585
                     53,                0.54089,                0.29958,                 0.9568,                0.99218,                0.99381,                0.99454,                0.91176,                0.48724,                0.22007,                0.91965,                0.00142,                0.00142,                0.00142
                     54,                 0.5402,                0.29193,                0.96076,                 0.9946,                0.99611,                0.99446,                0.91349,                0.48959,                 0.2132,                0.92383,               0.001255,               0.001255,               0.001255
                     55,                0.53746,                 0.2888,                 0.9562,                0.99246,                0.99487,                0.99465,                0.91347,                0.48244,                0.21419,                0.91666,                0.00109,                0.00109,                0.00109
                     56,                0.53197,                 0.2872,                 0.9558,                0.99212,                0.99549,                0.99464,                0.91459,                0.47805,                0.21323,                0.91523,               0.000925,               0.000925,               0.000925
                     57,                0.51353,                0.28031,                0.94415,                0.99144,                0.99612,                0.99463,                0.91622,                0.47738,                0.21153,                0.91477,                0.00076,                0.00076,                0.00076
                     58,                0.51703,                0.28398,                0.95349,                0.99198,                0.99245,                0.99456,                0.91652,                0.47664,                0.20998,                0.91548,               0.000595,               0.000595,               0.000595
                     59,                0.50739,                0.27778,                 0.9505,                0.99201,                0.99381,                0.99465,                 0.9152,                 0.4722,                0.21009,                 0.9118,                0.00043,                0.00043,                0.00043
